id,label
654,negative
655,negative
656,negative
657,positive
658,positive
659,negative
660,positive
661,negative
662,negative
663,negative
664,negative
665,negative
666,negative
667,positive
668,negative
669,negative
670,positive
671,negative
672,negative
673,negative
674,negative
675,positive
676,negative
677,negative
678,negative
679,positive
680,positive
681,negative
682,positive
683,negative
684,negative
685,negative
686,positive
687,positive
688,positive
689,positive
690,positive
691,negative
692,negative
693,negative
694,positive
695,negative
696,negative
697,negative
698,positive
699,negative
700,positive
701,negative
702,negative
703,negative
704,negative
705,negative
706,negative
707,negative
708,positive
709,negative
710,negative
711,positive
712,negative
713,negative
714,negative
715,negative
716,positive
717,negative
718,negative
719,negative
720,negative
721,negative
722,negative
723,positive
724,negative
725,positive
726,negative
727,positive
728,negative
729,negative
730,negative
731,negative
732,positive
733,negative
734,negative
735,positive
736,negative
737,positive
738,negative
739,negative
740,positive
741,negative
742,negative
743,negative
744,negative
745,positive
746,negative
747,negative
748,negative
749,positive
750,positive
751,negative
752,negative
753,positive
754,positive
755,negative
756,negative
757,negative
758,positive
759,negative
760,negative
761,negative
762,negative
763,positive
764,negative
765,negative
766,negative
767,negative
768,negative
769,positive
770,negative
771,positive
772,negative
773,negative
774,negative
775,positive
776,negative
777,negative
778,positive
779,negative
780,positive
781,negative
782,negative
783,negative
784,positive
785,negative
786,negative
787,negative
788,negative
789,negative
790,negative
791,positive
792,negative
793,positive
794,negative
795,negative
796,positive
797,positive
798,negative
799,negative
800,positive
801,negative
802,negative
803,positive
804,negative
805,negative
806,positive
807,negative
808,positive
809,negative
810,negative
811,negative
812,negative
813,negative
814,negative
815,negative
816,negative
817,positive
818,negative
819,positive
820,negative
821,positive
822,negative
823,negative
824,negative
825,negative
826,positive
827,positive
828,positive
829,positive
830,negative
831,negative
832,positive
833,positive
834,negative
835,negative
836,negative
837,positive
838,negative
839,positive
840,positive
841,negative
842,negative
843,positive
844,negative
845,negative
846,positive
847,negative
848,negative
849,positive
850,positive
851,negative
852,positive
853,negative
854,positive
855,negative
856,positive
857,negative
858,positive
859,negative
860,negative
861,negative
862,negative
863,negative
864,negative
865,positive
866,positive
867,negative
868,negative
869,positive
870,negative
871,negative
872,positive
873,positive
874,negative
875,positive
876,negative
877,negative
878,negative
879,positive
880,negative
881,positive
882,negative
883,negative
884,negative
885,positive
886,negative
887,positive
888,positive
889,negative
890,positive
891,positive
892,negative
893,negative
894,negative
895,negative
896,negative
897,negative
898,negative
899,positive
900,negative
901,negative
902,negative
903,negative
904,negative
905,positive
906,negative
907,negative
908,negative
909,negative
910,positive
911,negative
912,negative
913,positive
914,negative
915,negative
916,negative
917,positive
918,negative
919,negative
920,positive
921,negative
922,negative
923,negative
924,positive
925,positive
926,negative
927,negative
928,negative
929,negative
930,positive
931,negative
932,positive
933,negative
934,positive
935,negative
936,positive
937,negative
938,positive
939,negative
940,positive
941,positive
942,positive
943,negative
944,positive
945,positive
946,negative
947,negative
948,negative
949,negative
950,positive
951,positive
952,negative
953,negative
954,negative
955,negative
956,positive
957,positive
958,negative
959,positive
960,negative
961,negative
962,positive
963,negative
964,negative
965,positive
966,positive
967,negative
968,negative
969,negative
970,positive
971,positive
972,negative
973,negative
974,negative
975,positive
976,negative
977,positive
978,positive
979,negative
980,positive
981,negative
982,positive
983,negative
984,negative
985,negative
986,negative
987,negative
988,negative
989,negative
990,negative
991,positive
992,negative
993,negative
994,positive
995,negative
996,negative
997,negative
998,positive
999,positive
1000,negative
1001,negative
1002,negative
1003,negative
1004,negative
1005,negative
1006,negative
1007,negative
1008,negative
1009,negative
1010,positive
1011,negative
1012,positive
1013,negative
1014,positive
1015,negative
1016,negative
1017,negative
1018,positive
1019,negative
1020,positive
1021,positive
1022,positive
1023,negative
1024,negative
1025,positive
1026,negative
1027,negative
1028,positive
1029,positive
1030,negative
1031,positive
1032,positive
1033,positive
1034,negative
1035,negative
1036,negative
1037,positive
1038,negative
1039,negative
1040,negative
1041,positive
1042,negative
1043,negative
1044,negative
1045,negative
1046,negative
1047,positive
1048,negative
1049,positive
1050,negative
1051,positive
1052,negative
1053,negative
1054,negative
1055,positive
1056,negative
1057,negative
1058,negative
1059,positive
1060,negative
1061,negative
1062,positive
1063,positive
1064,positive
1065,positive
1066,negative
1067,negative
1068,positive
1069,negative
1070,positive
1071,positive
1072,negative
1073,negative
1074,positive
1075,negative
1076,positive
1077,negative
1078,negative
1079,positive
1080,negative
1081,positive
1082,negative
1083,positive
1084,negative
1085,positive
1086,negative
1087,positive
1088,positive
1089,negative
1090,negative
1091,positive
1092,negative
1093,negative
1094,negative
1095,negative
1096,negative
1097,positive
1098,negative
1099,negative
1100,negative
1101,negative
1102,positive
1103,negative
1104,negative
1105,negative
1106,positive
1107,negative
1108,negative
1109,negative
1110,negative
1111,negative
1112,positive
1113,negative
1114,negative
1115,negative
1116,negative
1117,positive
1118,negative
1119,positive
1120,negative
1121,positive
1122,positive
1123,negative
1124,negative
1125,negative
1126,negative
1127,negative
1128,negative
1129,negative
1130,positive
1131,negative
1132,positive
1133,negative
1134,negative
1135,positive
1136,positive
1137,positive
1138,positive
1139,negative
1140,negative
1141,negative
1142,negative
1143,positive
1144,positive
1145,negative
1146,negative
1147,negative
1148,negative
1149,negative
1150,negative
1151,negative
1152,negative
1153,positive
1154,negative
1155,negative
1156,negative
1157,positive
1158,positive
1159,negative
1160,positive
1161,positive
1162,positive
1163,negative
1164,positive
1165,negative
1166,negative
1167,positive
1168,negative
1169,negative
1170,negative
1171,positive
1172,negative
1173,positive
1174,negative
1175,negative
1176,negative
1177,negative
1178,negative
1179,positive
1180,negative
1181,positive
1182,negative
1183,negative
1184,negative
1185,negative
1186,positive
1187,negative
1188,positive
1189,negative
1190,negative
1191,positive
1192,negative
1193,positive
1194,positive
1195,negative
1196,negative
1197,negative
1198,negative
1199,positive
1200,positive
1201,positive
1202,negative
1203,negative
1204,negative
1205,negative
1206,positive
1207,negative
1208,positive
1209,negative
1210,negative
1211,positive
1212,negative
1213,negative
1214,negative
1215,negative
1216,negative
1217,negative
1218,negative
1219,negative
1220,positive
1221,positive
1222,positive
1223,negative
1224,negative
1225,negative
1226,negative
1227,positive
1228,negative
1229,positive
1230,positive
1231,positive
1232,negative
1233,negative
1234,positive
1235,negative
1236,negative
1237,negative
1238,negative
1239,negative
1240,positive
1241,negative
1242,negative
1243,positive
1244,negative
1245,negative
1246,negative
1247,positive
1248,negative
1249,positive
1250,positive
1251,negative
1252,negative
1253,negative
1254,positive
1255,negative
1256,negative
1257,negative
1258,positive
1259,negative
1260,negative
1261,positive
1262,negative
1263,negative
1264,negative
1265,positive
1266,positive
1267,negative
1268,negative
1269,positive
1270,positive
1271,positive
1272,positive
1273,negative
1274,positive
1275,negative
1276,positive
1277,positive
1278,negative
1279,negative
1280,positive
1281,negative
1282,negative
1283,positive
1284,positive
1285,negative
1286,negative
1287,positive
1288,negative
1289,negative
1290,negative
1291,positive
1292,positive
1293,negative
1294,negative
1295,positive
1296,negative
1297,negative
1298,negative
1299,negative
1300,negative
1301,positive
1302,negative
1303,positive
1304,positive
1305,negative
1306,negative
1307,negative
1308,positive
1309,negative
1310,negative
1311,negative
1312,positive
1313,negative
1314,positive
1315,positive
1316,positive
1317,positive
1318,negative
1319,positive
1320,negative
1321,negative
1322,negative
1323,negative
1324,negative
1325,negative
1326,negative
1327,positive
1328,negative
1329,negative
1330,negative
1331,negative
1332,positive
1333,negative
1334,positive
1335,negative
1336,negative
1337,negative
1338,positive
1339,negative
1340,negative
1341,negative
1342,positive
1343,negative
1344,negative
1345,positive
1346,negative
1347,negative
1348,negative
1349,positive
1350,negative
1351,positive
1352,negative
1353,positive
1354,negative
1355,positive
1356,negative
1357,negative
1358,positive
1359,positive
1360,positive
1361,positive
1362,positive
1363,negative
1364,negative
1365,negative
1366,positive
1367,negative
1368,positive
1369,negative
1370,positive
1371,negative
1372,negative
1373,negative
1374,positive
1375,negative
1376,negative
1377,negative
1378,negative
1379,negative
1380,positive
1381,positive
1382,negative
1383,positive
1384,negative
1385,negative
1386,negative
1387,negative
1388,negative
1389,negative
1390,positive
1391,negative
1392,negative
1393,negative
1394,negative
1395,positive
1396,positive
1397,positive
1398,positive
1399,positive
1400,negative
1401,negative
1402,positive
1403,negative
1404,negative
1405,negative
1406,positive
1407,negative
1408,negative
1409,negative
1410,negative
1411,negative
1412,positive
1413,negative
1414,negative
1415,negative
1416,negative
1417,negative
1418,negative
1419,positive
1420,negative
1421,negative
1422,positive
1423,negative
1424,negative
1425,negative
1426,negative
1427,negative
1428,positive
1429,negative
1430,negative
1431,positive
1432,negative
1433,negative
1434,negative
1435,negative
1436,negative
1437,negative
1438,negative
1439,negative
1440,negative
1441,positive
1442,negative
1443,positive
1444,negative
1445,negative
1446,negative
1447,negative
1448,positive
1449,positive
1450,positive
1451,negative
1452,positive
1453,positive
1454,negative
1455,negative
1456,negative
1457,negative
1458,negative
1459,negative
1460,negative
1461,positive
1462,positive
1463,positive
1464,positive
1465,negative
1466,negative
1467,negative
1468,negative
1469,negative
1470,positive
1471,positive
1472,positive
1473,negative
1474,negative
1475,negative
1476,negative
1477,negative
1478,positive
1479,negative
1480,positive
1481,negative
1482,negative
1483,positive
1484,positive
1485,negative
1486,positive
1487,negative
1488,positive
1489,positive
1490,positive
1491,negative
1492,positive
1493,negative
1494,positive
1495,negative
1496,negative
1497,negative
1498,positive
1499,negative
1500,negative
1501,positive
1502,negative
1503,negative
1504,negative
1505,negative
1506,positive
1507,negative
1508,negative
1509,negative
1510,negative
1511,positive
1512,positive
1513,negative
1514,negative
1515,positive
1516,negative
1517,negative
1518,positive
1519,negative
1520,positive
1521,positive
1522,negative
1523,positive
1524,negative
1525,positive
1526,negative
1527,negative
1528,positive
1529,positive
1530,positive
1531,positive
1532,negative
1533,negative
1534,negative
1535,negative
1536,positive
1537,negative
1538,positive
1539,positive
1540,positive
1541,positive
1542,positive
1543,positive
1544,positive
1545,positive
1546,positive
1547,negative
1548,positive
1549,negative
1550,positive
1551,negative
1552,positive
1553,negative
1554,negative
1555,negative
1556,negative
1557,positive
1558,positive
1559,negative
1560,positive
1561,positive
1562,negative
1563,positive
1564,negative
1565,positive
1566,positive
1567,negative
1568,negative
1569,negative
1570,negative
1571,positive
1572,positive
1573,positive
1574,negative
1575,positive
1576,positive
1577,positive
1578,positive
1579,negative
1580,positive
1581,negative
1582,negative
1583,negative
1584,negative
1585,negative
1586,negative
1587,negative
1588,negative
1589,positive
1590,negative
1591,positive
1592,negative
1593,negative
1594,positive
1595,negative
1596,positive
1597,negative
1598,positive
1599,negative
1600,negative
1601,negative
1602,negative
1603,negative
1604,positive
1605,negative
1606,positive
1607,negative
1608,negative
1609,positive
1610,negative
1611,positive
1612,positive
1613,positive
1614,positive
1615,positive
1616,positive
1617,positive
1618,negative
1619,positive
1620,negative
1621,negative
1622,negative
1623,negative
1624,negative
1625,positive
1626,negative
1627,negative
1628,positive
1629,negative
1630,positive
1631,positive
1632,positive
1633,negative
1634,negative
1635,positive
1636,negative
1637,negative
1638,positive
1639,negative
1640,negative
1641,negative
1642,negative
1643,negative
1644,positive
1645,negative
1646,positive
1647,positive
1648,negative
1649,negative
1650,positive
1651,positive
1652,negative
1653,positive
1654,positive
1655,negative
1656,negative
1657,negative
1658,negative
1659,negative
1660,positive
1661,negative
1662,positive
1663,negative
1664,positive
1665,positive
1666,negative
1667,negative
1668,positive
1669,positive
1670,positive
1671,positive
1672,negative
1673,positive
1674,negative
1675,positive
1676,negative
1677,positive
1678,positive
1679,positive
1680,negative
1681,positive
1682,negative
1683,negative
1684,negative
1685,positive
1686,positive
1687,positive
1688,positive
1689,positive
1690,negative
1691,negative
1692,positive
1693,negative
1694,negative
1695,negative
1696,negative
1697,negative
1698,negative
1699,positive
1700,negative
1701,negative
1702,negative
1703,negative
1704,negative
1705,negative
1706,negative
1707,negative
1708,positive
1709,positive
1710,negative
1711,positive
1712,negative
1713,positive
1714,negative
1715,positive
1716,positive
1717,negative
1718,positive
1719,negative
1720,negative
1721,negative
1722,positive
1723,positive
1724,positive
1725,negative
1726,negative
1727,negative
1728,negative
1729,negative
1730,negative
1731,positive
1732,positive
1733,positive
1734,positive
1735,negative
1736,negative
1737,negative
1738,negative
1739,negative
1740,positive
1741,positive
1742,negative
1743,negative
1744,negative
1745,negative
1746,negative
1747,positive
1748,positive
1749,negative
1750,positive
1751,positive
1752,positive
1753,positive
1754,negative
1755,positive
1756,positive
1757,negative
1758,negative
1759,positive
1760,positive
1761,negative
1762,negative
1763,negative
1764,positive
1765,positive
1766,positive
1767,positive
1768,positive
1769,negative
1770,negative
1771,positive
1772,negative
1773,negative
1774,positive
1775,negative
1776,positive
1777,positive
1778,negative
1779,negative
1780,positive
1781,negative
1782,negative
1783,negative
1784,negative
1785,positive
1786,positive
1787,negative
1788,negative
1789,positive
1790,negative
1791,negative
1792,negative
1793,negative
1794,negative
1795,negative
1796,positive
1797,negative
1798,positive
1799,positive
1800,negative
1801,negative
1802,negative
1803,negative
1804,negative
1805,negative
1806,negative
1807,positive
1808,positive
1809,positive
1810,positive
1811,positive
1812,negative
1813,negative
1814,negative
1815,negative
1816,positive
1817,negative
1818,negative
1819,negative
1820,negative
1821,negative
1822,negative
1823,negative
1824,positive
1825,positive
1826,positive
1827,positive
1828,positive
1829,negative
1830,negative
1831,negative
1832,negative
1833,positive
1834,negative
1835,negative
1836,positive
1837,negative
1838,negative
1839,negative
1840,negative
1841,negative
1842,negative
1843,negative
1844,negative
1845,negative
1846,positive
1847,negative
1848,positive
1849,positive
1850,negative
1851,negative
1852,negative
1853,negative
1854,negative
1855,negative
1856,positive
1857,positive
1858,negative
1859,negative
1860,negative
1861,positive
1862,negative
1863,negative
1864,negative
1865,negative
1866,positive
1867,negative
1868,negative
1869,positive
1870,negative
1871,positive
1872,positive
1873,positive
1874,positive
1875,positive
1876,positive
1877,negative
1878,negative
1879,negative
1880,positive
1881,negative
1882,positive
1883,negative
1884,negative
1885,positive
1886,negative
1887,negative
1888,positive
1889,positive
1890,positive
1891,negative
1892,positive
1893,negative
1894,negative
1895,positive
1896,negative
1897,negative
1898,positive
1899,negative
1900,negative
1901,negative
1902,negative
1903,negative
1904,positive
1905,negative
1906,positive
1907,positive
1908,positive
1909,negative
1910,positive
1911,positive
1912,negative
1913,negative
1914,negative
1915,positive
1916,negative
1917,positive
1918,negative
1919,positive
1920,positive
1921,positive
1922,positive
1923,negative
1924,negative
1925,negative
1926,positive
1927,negative
1928,negative
1929,positive
1930,negative
1931,positive
1932,negative
1933,negative
1934,negative
1935,negative
1936,negative
1937,negative
1938,positive
1939,positive
1940,negative
1941,negative
1942,positive
1943,negative
1944,positive
1945,negative
1946,negative
1947,positive
1948,negative
1949,positive
1950,negative
1951,positive
1952,negative
1953,positive
1954,negative
1955,negative
1956,negative
1957,positive
1958,positive
1959,negative
1960,positive
1961,negative
1962,positive
1963,positive
1964,negative
1965,negative
1966,negative
1967,negative
1968,negative
1969,positive
1970,positive
1971,negative
1972,negative
1973,positive
1974,positive
1975,negative
1976,positive
1977,negative
1978,negative
1979,positive
1980,negative
1981,negative
1982,negative
1983,negative
1984,positive
1985,positive
1986,negative
1987,negative
1988,negative
1989,negative
1990,negative
1991,negative
1992,negative
1993,negative
1994,positive
1995,negative
1996,negative
1997,negative
1998,positive
1999,positive
2000,negative
2001,negative
2002,negative
2003,negative
2004,positive
2005,negative
2006,positive
2007,positive
2008,positive
2009,negative
2010,negative
2011,positive
2012,negative
2013,positive
2014,negative
2015,positive
2016,negative
2017,negative
2018,positive
2019,positive
2020,negative
2021,positive
2022,negative
2023,negative
2024,negative
2025,negative
2026,positive
2027,negative
2028,positive
2029,negative
2030,negative
2031,positive
2032,negative
2033,negative
2034,negative
2035,negative
2036,positive
2037,positive
2038,positive
2039,positive
2040,positive
2041,negative
2042,negative
2043,negative
2044,positive
2045,positive
2046,positive
2047,negative
2048,positive
2049,negative
2050,positive
2051,positive
2052,negative
2053,positive
2054,negative
2055,negative
2056,positive
2057,negative
2058,negative
2059,negative
2060,positive
2061,positive
2062,negative
2063,positive
2064,negative
2065,negative
2066,positive
2067,negative
2068,negative
2069,positive
2070,negative
2071,negative
2072,negative
2073,negative
2074,negative
2075,negative
2076,positive
2077,negative
2078,positive
2079,positive
2080,positive
2081,positive
2082,negative
2083,negative
2084,positive
2085,negative
2086,positive
2087,negative
2088,negative
2089,positive
2090,negative
2091,positive
2092,negative
2093,negative
2094,negative
2095,negative
2096,negative
2097,negative
2098,negative
2099,negative
2100,negative
2101,positive
2102,negative
2103,positive
2104,positive
2105,positive
2106,positive
2107,positive
2108,negative
2109,negative
2110,positive
2111,negative
2112,negative
2113,positive
2114,positive
2115,negative
2116,negative
2117,positive
2118,negative
2119,negative
2120,positive
2121,negative
2122,positive
2123,negative
2124,positive
2125,positive
2126,negative
2127,positive
2128,negative
2129,positive
2130,positive
2131,positive
2132,positive
2133,positive
2134,positive
2135,positive
2136,negative
2137,negative
2138,positive
2139,negative
2140,positive
2141,positive
2142,positive
2143,negative
2144,negative
2145,negative
2146,positive
2147,positive
2148,positive
2149,negative
2150,negative
2151,positive
2152,negative
2153,negative
2154,negative
2155,negative
2156,positive
2157,positive
2158,negative
2159,negative
2160,negative
2161,negative
2162,negative
2163,positive
2164,positive
2165,positive
2166,positive
2167,negative
2168,negative
2169,negative
2170,negative
2171,positive
2172,positive
2173,negative
2174,positive
2175,negative
2176,positive
2177,negative
2178,negative
2179,negative
2180,positive
2181,positive
2182,negative
2183,negative
2184,positive
2185,positive
2186,positive
2187,negative
2188,negative
2189,positive
2190,negative
2191,positive
2192,negative
2193,negative
2194,negative
2195,negative
2196,positive
2197,positive
2198,positive
2199,negative
2200,negative
2201,positive
2202,positive
2203,negative
2204,negative
2205,negative
2206,negative
2207,positive
2208,negative
2209,negative
2210,negative
2211,negative
2212,negative
2213,negative
2214,positive
2215,positive
2216,negative
2217,positive
2218,negative
2219,positive
2220,negative
2221,positive
2222,negative
2223,positive
2224,negative
2225,negative
2226,negative
2227,negative
2228,negative
2229,negative
2230,negative
2231,negative
2232,negative
2233,negative
2234,negative
2235,negative
2236,negative
2237,negative
2238,negative
2239,negative
2240,negative
2241,negative
2242,negative
2243,positive
2244,negative
2245,positive
2246,positive
2247,negative
2248,negative
2249,positive
2250,negative
2251,negative
2252,positive
2253,negative
2254,positive
2255,negative
2256,negative
2257,positive
2258,negative
2259,positive
2260,positive
2261,positive
2262,positive
2263,positive
2264,negative
2265,negative
2266,negative
2267,negative
2268,negative
2269,positive
2270,negative
2271,negative
2272,negative
2273,negative
2274,positive
2275,positive
2276,negative
2277,positive
2278,positive
2279,negative
2280,negative
2281,negative
2282,negative
2283,positive
2284,negative
2285,positive
2286,negative
2287,negative
2288,negative
2289,negative
2290,negative
2291,positive
2292,negative
2293,negative
2294,positive
2295,positive
2296,positive
2297,negative
2298,negative
2299,negative
2300,negative
2301,positive
2302,positive
2303,negative
2304,negative
2305,positive
2306,negative
2307,negative
2308,negative
2309,negative
2310,negative
2311,negative
2312,positive
2313,positive
2314,positive
2315,negative
2316,positive
2317,negative
2318,negative
2319,positive
2320,negative
2321,negative
2322,positive
2323,negative
2324,positive
2325,positive
2326,positive
2327,negative
2328,negative
2329,negative
2330,negative
2331,negative
2332,negative
2333,negative
2334,negative
2335,negative
2336,negative
2337,negative
2338,negative
2339,negative
2340,negative
2341,positive
2342,positive
2343,negative
2344,negative
2345,negative
2346,negative
2347,negative
2348,negative
2349,positive
2350,positive
2351,negative
2352,negative
2353,negative
2354,negative
2355,positive
2356,negative
2357,negative
2358,negative
2359,positive
2360,negative
2361,negative
2362,positive
2363,negative
2364,negative
2365,negative
2366,positive
2367,negative
2368,negative
2369,negative
2370,negative
2371,positive
2372,negative
2373,negative
2374,negative
2375,negative
2376,negative
2377,negative
2378,negative
2379,negative
2380,negative
2381,positive
2382,negative
2383,positive
2384,positive
2385,negative
2386,negative
2387,negative
2388,positive
2389,negative
2390,positive
2391,negative
2392,negative
2393,positive
2394,negative
2395,negative
2396,negative
2397,negative
2398,positive
2399,negative
2400,negative
2401,positive
2402,negative
2403,positive
2404,positive
2405,negative
2406,negative
2407,positive
2408,negative
2409,positive
2410,positive
2411,negative
2412,negative
2413,negative
2414,positive
2415,positive
2416,positive
2417,negative
2418,positive
2419,negative
2420,negative
2421,negative
2422,positive
2423,positive
2424,negative
2425,positive
2426,negative
2427,negative
2428,negative
2429,negative
2430,negative
2431,positive
2432,positive
2433,positive
2434,negative
2435,negative
2436,negative
2437,negative
2438,negative
2439,negative
2440,negative
2441,negative
2442,positive
2443,negative
2444,negative
2445,negative
2446,positive
2447,positive
2448,negative
2449,negative
2450,negative
2451,positive
2452,negative
2453,negative
2454,positive
2455,negative
2456,positive
2457,negative
2458,negative
2459,negative
2460,negative
2461,positive
2462,negative
2463,negative
2464,negative
2465,positive
2466,positive
2467,negative
2468,negative
2469,positive
2470,negative
2471,negative
2472,negative
2473,negative
2474,negative
2475,positive
2476,negative
2477,positive
2478,positive
2479,negative
2480,negative
2481,negative
2482,negative
2483,positive
2484,negative
2485,negative
2486,positive
2487,negative
2488,positive
2489,positive
2490,positive
2491,negative
2492,negative
2493,positive
2494,negative
2495,positive
2496,positive
2497,positive
2498,positive
